Camarosa	Hawaii-4	Arabidopsis
maker-Fvb3-1-snap-gene-228.57-mRNA-1	FvH4_3g16030	AT1G56010
maker-Fvb3-3-snap-gene-52.32-mRNA-1	FvH4_3g16030	AT1G56010
maker-Fvb3-4-snap-gene-214.83-mRNA-1	FvH4_3g16030	AT1G56010
augustus_masked-Fvb3-1-processed-gene-228.8-mRNA-1	FvH4_3g16010	AT1G56020
augustus_masked-Fvb3-2-processed-gene-90.7-mRNA-1	FvH4_3g16010	AT1G56020
augustus_masked-Fvb3-4-processed-gene-214.3-mRNA-1	FvH4_3g16010	AT1G56020
augustus_masked-Fvb3-3-processed-gene-75.9-mRNA-1	FvH4_3g15830	AT1G56050
maker-Fvb3-1-snap-gene-230.51-mRNA-1	FvH4_3g15830	AT1G56050
maker-Fvb3-2-snap-gene-87.62-mRNA-1	FvH4_3g15830	AT1G56050
maker-Fvb3-4-snap-gene-215.51-mRNA-1	FvH4_3g15830	AT1G56050
maker-Fvb3-1-augustus-gene-231.37-mRNA-1	FvH4_3g15640	AT1G56070
maker-Fvb3-2-augustus-gene-85.28-mRNA-1	FvH4_3g15640	AT1G56070
maker-Fvb3-3-augustus-gene-74.17-mRNA-1	FvH4_3g15640	AT1G56070
maker-Fvb3-4-augustus-gene-217.38-mRNA-1	FvH4_3g15640	AT1G56070
augustus_masked-Fvb3-4-processed-gene-218.1-mRNA-1	FvH4_3g15530	AT1G56085
maker-Fvb3-1-augustus-gene-232.33-mRNA-1	FvH4_3g15530	AT1G56085
maker-Fvb3-2-augustus-gene-84.30-mRNA-1	FvH4_3g15530	AT1G56085
maker-Fvb3-3-augustus-gene-73.31-mRNA-1	FvH4_3g15530	AT1G56085
maker-Fvb3-1-snap-gene-233.35-mRNA-1	FvH4_3g15510	AT1G56090
maker-Fvb3-2-augustus-gene-84.29-mRNA-1	FvH4_3g15510	AT1G56090
maker-Fvb3-4-augustus-gene-218.27-mRNA-1	FvH4_3g15510	AT1G56090
snap_masked-Fvb3-3-processed-gene-72.18-mRNA-1	FvH4_3g15510	AT1G56090
maker-Fvb3-1-augustus-gene-233.34-mRNA-1	FvH4_3g15430	AT1G56140
maker-Fvb3-2-snap-gene-83.24-mRNA-1	FvH4_3g15430	AT1G56140
maker-Fvb3-3-augustus-gene-72.19-mRNA-1	FvH4_3g15430	AT1G56140
maker-Fvb3-4-augustus-gene-218.34-mRNA-1	FvH4_3g15430	AT1G56140
augustus_masked-Fvb3-2-processed-gene-79.5-mRNA-1	FvH4_3g14690	AT1G56170
augustus_masked-Fvb3-3-processed-gene-68.9-mRNA-1	FvH4_3g14690	AT1G56170
maker-Fvb6-1-augustus-gene-321.50-mRNA-1	FvH4_6g06870	AT1G56230
maker-Fvb6-2-augustus-gene-234.38-mRNA-1	FvH4_6g06870	AT1G56230
maker-Fvb6-1-augustus-gene-320.51-mRNA-1	FvH4_6g06960	AT1G56260
maker-Fvb6-2-augustus-gene-234.45-mRNA-1	FvH4_6g06960	AT1G56260
maker-Fvb6-4-augustus-gene-52.27-mRNA-1	FvH4_6g06960	AT1G56260
maker-Fvb4-2-augustus-gene-239.36-mRNA-1	FvH4_4g02820	AT1G56290
maker-Fvb4-3-augustus-gene-302.45-mRNA-1	FvH4_4g02820	AT1G56290
maker-Fvb6-1-augustus-gene-319.54-mRNA-1	FvH4_6g07140	AT1G56300
maker-Fvb6-3-snap-gene-375.36-mRNA-1	FvH4_6g07140	AT1G56300
maker-Fvb6-4-augustus-gene-53.50-mRNA-1	FvH4_6g07140	AT1G56300
snap_masked-Fvb6-2-processed-gene-248.29-mRNA-1	FvH4_6g07140	AT1G56300
maker-Fvb5-3-snap-gene-41.46-mRNA-1	FvH4_5g34880	AT1G56310
maker-Fvb5-4-snap-gene-215.45-mRNA-1	FvH4_5g34880	AT1G56310
maker-Fvb6-1-augustus-gene-319.64-mRNA-1	FvH4_6g07170	AT1G56310
maker-Fvb6-2-augustus-gene-248.40-mRNA-1	FvH4_6g07170	AT1G56310
maker-Fvb6-3-augustus-gene-374.53-mRNA-1	FvH4_6g07170	AT1G56310
augustus_masked-Fvb6-1-processed-gene-319.2-mRNA-1	FvH4_6g07260	AT1G56320
augustus_masked-Fvb6-3-processed-gene-374.7-mRNA-1	FvH4_6g07260	AT1G56320
maker-Fvb4-3-augustus-gene-130.42-mRNA-1	FvH4_6g07260	AT1G56320
maker-Fvb4-3-augustus-gene-202.45-mRNA-1	FvH4_6g07260	AT1G56320
maker-Fvb4-4-snap-gene-97.34-mRNA-1	FvH4_6g07260	AT1G56320
maker-Fvb6-2-snap-gene-233.71-mRNA-1	FvH4_6g07260	AT1G56320
maker-Fvb6-2-snap-gene-233.71-mRNA-1	FvH4_6g07260	AT1G56320
maker-Fvb6-4-snap-gene-54.55-mRNA-1	FvH4_6g07260	AT1G56320
maker-Fvb4-3-snap-gene-129.55-mRNA-1	FvH4_6g07290	AT1G56330
maker-Fvb4-3-snap-gene-202.66-mRNA-1	FvH4_6g07290	AT1G56330
maker-Fvb4-4-snap-gene-96.47-mRNA-1	FvH4_6g07290	AT1G56330
maker-Fvb6-1-augustus-gene-319.49-mRNA-1	FvH4_6g07290	AT1G56330
maker-Fvb6-2-augustus-gene-233.53-mRNA-1	FvH4_6g07290	AT1G56330
maker-Fvb6-4-augustus-gene-54.40-mRNA-1	FvH4_6g07290	AT1G56330
maker-Fvb6-1-augustus-gene-318.55-mRNA-1	FvH4_6g07390	AT1G56350
maker-Fvb6-2-augustus-gene-233.50-mRNA-1	FvH4_6g07390	AT1G56350
maker-Fvb6-3-augustus-gene-374.48-mRNA-1	FvH4_6g07390	AT1G56350
maker-Fvb6-4-augustus-gene-54.35-mRNA-1	FvH4_6g07390	AT1G56350
maker-Fvb6-1-augustus-gene-318.54-mRNA-1	FvH4_6g07400	AT1G56420
maker-Fvb6-2-augustus-gene-233.49-mRNA-1	FvH4_6g07400	AT1G56420
maker-Fvb6-3-augustus-gene-374.47-mRNA-1	FvH4_6g07400	AT1G56420
maker-Fvb6-4-augustus-gene-54.36-mRNA-1	FvH4_6g07400	AT1G56420
snap_masked-Fvb6-1-processed-gene-317.34-mRNA-1	FvH4_6g07400	AT1G56420
augustus_masked-Fvb6-2-processed-gene-232.6-mRNA-1	FvH4_6g07480	AT1G56440
maker-Fvb4-4-augustus-gene-95.46-mRNA-1	FvH4_6g07480	AT1G56440
maker-Fvb6-1-snap-gene-318.58-mRNA-1	FvH4_6g07480	AT1G56440
maker-Fvb6-3-snap-gene-373.47-mRNA-1	FvH4_6g07480	AT1G56440
maker-Fvb6-4-augustus-gene-55.37-mRNA-1	FvH4_6g07480	AT1G56440
augustus_masked-Fvb7-2-processed-gene-85.1-mRNA-1	FvH4_7g09770	AT1G56450
augustus_masked-Fvb7-3-processed-gene-152.9-mRNA-1	FvH4_7g09770	AT1G56450
augustus_masked-Fvb7-4-processed-gene-157.4-mRNA-1	FvH4_7g08240	AT1G56450
maker-Fvb3-4-augustus-gene-83.39-mRNA-1	FvH4_3g33020	AT1G56450
maker-Fvb7-1-snap-gene-77.35-mRNA-1	FvH4_7g08240	AT1G56450
snap_masked-Fvb7-2-processed-gene-147.25-mRNA-1	FvH4_7g09770	AT1G56450
snap_masked-Fvb7-2-processed-gene-74.29-mRNA-1	FvH4_7g08240	AT1G56450
snap_masked-Fvb7-3-processed-gene-166.16-mRNA-1	FvH4_7g08240	AT1G56450
maker-Fvb6-1-augustus-gene-317.54-mRNA-1	FvH4_6g07620	AT1G56500
maker-Fvb6-2-augustus-gene-231.28-mRNA-1	FvH4_6g07620	AT1G56500
maker-Fvb6-3-augustus-gene-373.39-mRNA-1	FvH4_6g07620	AT1G56500
maker-Fvb6-4-augustus-gene-55.35-mRNA-1	FvH4_6g07620	AT1G56500
maker-Fvb6-1-augustus-gene-316.61-mRNA-1	FvH4_6g07880	AT1G56560
maker-Fvb6-2-augustus-gene-230.58-mRNA-1	FvH4_6g07880	AT1G56560
maker-Fvb6-3-augustus-gene-372.35-mRNA-1	FvH4_6g07880	AT1G56560
maker-Fvb6-4-augustus-gene-57.43-mRNA-1	FvH4_6g07880	AT1G56560
augustus_masked-Fvb6-1-processed-gene-144.4-mRNA-1	FvH4_6g31200	AT1G56580
augustus_masked-Fvb6-3-processed-gene-137.4-mRNA-1	FvH4_6g31200	AT1G56580
maker-Fvb6-1-augustus-gene-316.60-mRNA-1	FvH4_6g07890	AT1G56590
maker-Fvb6-2-augustus-gene-230.57-mRNA-1	FvH4_6g07890	AT1G56590
maker-Fvb6-3-augustus-gene-372.34-mRNA-1	FvH4_6g07890	AT1G56590
maker-Fvb6-4-augustus-gene-57.44-mRNA-1	FvH4_6g07890	AT1G56590
augustus_masked-Fvb6-1-processed-gene-315.12-mRNA-1	FvH4_6g08090	AT1G56690
augustus_masked-Fvb6-3-processed-gene-371.1-mRNA-1	FvH4_6g08090	AT1G56690
maker-Fvb6-1-augustus-gene-315.60-mRNA-1	FvH4_6g08120	AT1G56700
maker-Fvb6-2-augustus-gene-229.38-mRNA-1	FvH4_6g08120	AT1G56700
maker-Fvb6-3-augustus-gene-371.61-mRNA-1	FvH4_6g08120	AT1G56700
maker-Fvb6-4-augustus-gene-58.31-mRNA-1	FvH4_6g08120	AT1G56700
augustus_masked-Fvb2-2-processed-gene-83.11-mRNA-1	FvH4_2g19190	AT1G57540
augustus_masked-Fvb6-4-processed-gene-60.13-mRNA-1	FvH4_6g08490	AT1G57540
maker-Fvb2-4-augustus-gene-148.23-mRNA-1	FvH4_2g19190	AT1G57540
maker-Fvb6-1-augustus-gene-313.60-mRNA-1	FvH4_6g08490	AT1G57540
maker-Fvb6-2-augustus-gene-227.35-mRNA-1	FvH4_6g08490	AT1G57540
maker-Fvb6-1-augustus-gene-312.43-mRNA-1	FvH4_6g08600	AT1G57550
maker-Fvb6-2-snap-gene-227.41-mRNA-1	FvH4_6g08600	AT1G57550
maker-Fvb6-3-augustus-gene-369.40-mRNA-1	FvH4_6g08600	AT1G57550
maker-Fvb6-4-augustus-gene-61.26-mRNA-1	FvH4_6g08600	AT1G57550
maker-Fvb7-1-augustus-gene-54.31-mRNA-1	FvH4_7g05560	AT1G57600
maker-Fvb7-2-snap-gene-50.38-mRNA-1	FvH4_7g05560	AT1G57600
maker-Fvb7-3-augustus-gene-188.26-mRNA-1	FvH4_7g05560	AT1G57600
maker-Fvb7-4-snap-gene-177.59-mRNA-1	FvH4_7g05560	AT1G57600
maker-Fvb5-1-snap-gene-208.37-mRNA-1	FvH4_5g28140	AT1G57680
maker-Fvb5-3-snap-gene-93.51-mRNA-1	FvH4_5g28140	AT1G57680
maker-Fvb5-4-augustus-gene-166.24-mRNA-1	FvH4_5g28140	AT1G57680
augustus_masked-Fvb5-2-processed-gene-207.2-mRNA-1	FvH4_5g32580	AT1G57765
maker-Fvb5-1-augustus-gene-247.31-mRNA-1	FvH4_5g32580	AT1G57765
maker-Fvb5-1-snap-gene-209.61-mRNA-1	FvH4_5g28260	AT1G57765
maker-Fvb5-3-snap-gene-62.48-mRNA-1	FvH4_5g32580	AT1G57765
maker-Fvb5-4-snap-gene-198.39-mRNA-1	FvH4_5g32580	AT1G57765
snap_masked-Fvb5-1-processed-gene-209.23-mRNA-1	FvH4_5g28280	AT1G57770
maker-Fvb6-1-snap-gene-204.65-mRNA-1	FvH4_6g18890	AT1G57790
maker-Fvb6-3-augustus-gene-268.24-mRNA-1	FvH4_6g18890	AT1G57790
maker-Fvb6-4-augustus-gene-133.32-mRNA-1	FvH4_6g18890	AT1G57790
augustus_masked-Fvb5-1-processed-gene-157.9-mRNA-1	FvH4_5g24020	AT1G57800
augustus_masked-Fvb5-1-processed-gene-160.12-mRNA-1	FvH4_5g24020	AT1G57800
maker-Fvb5-3-augustus-gene-130.25-mRNA-1	FvH4_5g24020	AT1G57800
snap_masked-Fvb5-2-processed-gene-149.22-mRNA-1	FvH4_5g24020	AT1G57800
maker-Fvb4-3-augustus-gene-110.54-mRNA-1	FvH4_5g09600	AT1G57820
maker-Fvb4-4-augustus-gene-78.59-mRNA-1	FvH4_5g09600	AT1G57820
maker-Fvb5-1-augustus-gene-53.65-mRNA-1	FvH4_5g09600	AT1G57820
maker-Fvb5-3-augustus-gene-227.50-mRNA-1	FvH4_5g09600	AT1G57820
maker-Fvb5-4-augustus-gene-48.66-mRNA-1	FvH4_5g09600	AT1G57820
snap_masked-Fvb5-2-processed-gene-51.43-mRNA-1	FvH4_5g09600	AT1G57820
maker-Fvb5-1-augustus-gene-137.32-mRNA-1	FvH4_5g21580	AT1G58050
maker-Fvb5-3-augustus-gene-152.32-mRNA-1	FvH4_5g21580	AT1G58050
maker-Fvb5-4-snap-gene-109.46-mRNA-1	FvH4_5g21580	AT1G58050
augustus_masked-Fvb6-1-processed-gene-18.5-mRNA-1	FvH4_6g51930	AT1G58070
augustus_masked-Fvb6-2-processed-gene-284.19-mRNA-1	FvH4_6g51930	AT1G58070
snap_masked-Fvb6-3-processed-gene-15.32-mRNA-1	FvH4_6g51930	AT1G58070
maker-Fvb5-1-snap-gene-214.67-mRNA-1	FvH4_5g28730	AT1G58110
maker-Fvb5-2-augustus-gene-182.30-mRNA-1	FvH4_5g28730	AT1G58110
maker-Fvb5-3-snap-gene-92.42-mRNA-1	FvH4_5g28730	AT1G58110
maker-Fvb5-4-snap-gene-171.38-mRNA-1	FvH4_5g28730	AT1G58110
augustus_masked-Fvb5-2-processed-gene-218.6-mRNA-1	FvH4_5g35560	AT1G58120
augustus_masked-Fvb5-3-processed-gene-38.4-mRNA-1	FvH4_5g35560	AT1G58120
augustus_masked-Fvb5-4-processed-gene-218.6-mRNA-1	FvH4_5g35560	AT1G58120
maker-Fvb4-3-augustus-gene-127.51-mRNA-1	FvH4_4g19620	AT1G58120
maker-Fvb4-4-augustus-gene-95.53-mRNA-1	FvH4_4g19620	AT1G58120
maker-Fvb4-2-augustus-gene-155.30-mRNA-1	FvH4_4g11320	AT1G58210
maker-Fvb4-4-augustus-gene-162.32-mRNA-1	FvH4_4g11320	AT1G58210
snap_masked-Fvb4-3-processed-gene-138.31-mRNA-1	FvH4_4g17970	AT1G58220
snap_masked-Fvb4-3-processed-gene-192.17-mRNA-1	FvH4_4g17970	AT1G58220
maker-Fvb5-1-snap-gene-265.61-mRNA-1	FvH4_5g35200	AT1G58225
maker-Fvb5-2-snap-gene-215.44-mRNA-1	FvH4_5g35200	AT1G58225
maker-Fvb5-3-augustus-gene-40.45-mRNA-1	FvH4_5g35200	AT1G58225
maker-Fvb5-4-snap-gene-215.51-mRNA-1	FvH4_5g35200	AT1G58225
augustus_masked-Fvb5-1-processed-gene-262.9-mRNA-1	FvH4_5g34530	AT1G58230
augustus_masked-Fvb5-3-processed-gene-44.0-mRNA-1	FvH4_5g34530	AT1G58230
maker-Fvb5-2-snap-gene-212.30-mRNA-1	FvH4_5g34530	AT1G58230
augustus_masked-Fvb5-2-processed-gene-211.2-mRNA-1	FvH4_5g34390	AT1G58250
maker-Fvb5-3-snap-gene-45.59-mRNA-1	FvH4_5g34390	AT1G58250
maker-Fvb5-4-augustus-gene-212.20-mRNA-1	FvH4_5g34390	AT1G58250
snap_masked-Fvb5-1-processed-gene-261.17-mRNA-1	FvH4_5g34390	AT1G58250
maker-Fvb5-1-augustus-gene-256.39-mRNA-1	FvH4_5g33670	AT1G58340
maker-Fvb5-3-augustus-gene-52.49-mRNA-1	FvH4_5g33670	AT1G58340
maker-Fvb5-4-augustus-gene-211.23-mRNA-1	FvH4_5g33670	AT1G58340
maker-Fvb2-1-augustus-gene-215.34-mRNA-1	FvH4_2g32730	AT1G59520
maker-Fvb2-2-augustus-gene-8.48-mRNA-1	FvH4_2g32730	AT1G59520
maker-Fvb2-3-augustus-gene-66.31-mRNA-1	FvH4_2g32730	AT1G59520
maker-Fvb2-4-augustus-gene-228.53-mRNA-1	FvH4_2g32730	AT1G59520
maker-Fvb2-1-augustus-gene-215.33-mRNA-1	FvH4_2g32710	AT1G59540
maker-Fvb2-2-augustus-gene-8.49-mRNA-1	FvH4_2g32710	AT1G59540
maker-Fvb2-3-augustus-gene-66.33-mRNA-1	FvH4_2g32710	AT1G59540
maker-Fvb2-4-augustus-gene-228.52-mRNA-1	FvH4_2g32710	AT1G59540
augustus_masked-Fvb2-1-processed-gene-217.4-mRNA-1	FvH4_2g33050	AT1G59590
augustus_masked-Fvb2-2-processed-gene-6.17-mRNA-1	FvH4_2g33050	AT1G59590
augustus_masked-Fvb2-4-processed-gene-229.7-mRNA-1	FvH4_2g33050	AT1G59590
snap_masked-Fvb2-3-processed-gene-65.27-mRNA-1	FvH4_2g33050	AT1G59590
maker-Fvb2-3-augustus-gene-65.55-mRNA-1	FvH4_2g33060	AT1G59600
snap_masked-Fvb2-1-processed-gene-217.40-mRNA-1	FvH4_2g33060	AT1G59600
snap_masked-Fvb2-2-processed-gene-6.32-mRNA-1	FvH4_2g33060	AT1G59600
snap_masked-Fvb2-4-processed-gene-229.52-mRNA-1	FvH4_2g33060	AT1G59600
maker-Fvb4-1-augustus-gene-194.49-mRNA-1	FvH4_4g35460	AT1G59640
maker-Fvb4-2-augustus-gene-9.55-mRNA-1	FvH4_4g35460	AT1G59640
maker-Fvb4-3-augustus-gene-10.32-mRNA-1	FvH4_4g35460	AT1G59640
maker-Fvb4-4-augustus-gene-11.46-mRNA-1	FvH4_4g35460	AT1G59640
maker-Fvb5-1-augustus-gene-98.47-mRNA-1	FvH4_4g35460	AT1G59640
maker-Fvb5-2-augustus-gene-89.30-mRNA-1	FvH4_4g35460	AT1G59640
maker-Fvb5-3-augustus-gene-190.40-mRNA-1	FvH4_4g35460	AT1G59640
maker-Fvb5-4-augustus-gene-70.53-mRNA-1	FvH4_4g35460	AT1G59640
augustus_masked-Fvb7-3-processed-gene-209.2-mRNA-1	FvH4_7g03570	AT1G59720
maker-Fvb5-1-snap-gene-204.50-mRNA-1	FvH4_5g27820	AT1G59740
maker-Fvb5-3-snap-gene-99.34-mRNA-1	FvH4_5g27820	AT1G59740
maker-Fvb5-4-snap-gene-161.27-mRNA-1	FvH4_5g27820	AT1G59740
maker-Fvb5-1-snap-gene-207.56-mRNA-1	FvH4_5g28050	AT1G59760
maker-Fvb5-3-augustus-gene-94.13-mRNA-1	FvH4_5g28050	AT1G59760
maker-Fvb5-4-augustus-gene-165.33-mRNA-1	FvH4_5g28050	AT1G59760
augustus_masked-Fvb4-2-processed-gene-9.14-mRNA-1	FvH4_4g35440	AT1G59820
augustus_masked-Fvb4-3-processed-gene-10.8-mRNA-1	FvH4_4g35440	AT1G59820
maker-Fvb4-1-augustus-gene-194.40-mRNA-1	FvH4_4g35440	AT1G59820
snap_masked-Fvb4-4-processed-gene-11.35-mRNA-1	FvH4_4g35440	AT1G59820
augustus_masked-Fvb4-3-processed-gene-11.2-mRNA-1	FvH4_4g35320	AT1G59840
augustus_masked-Fvb4-4-processed-gene-12.0-mRNA-1	FvH4_4g35320	AT1G59840
maker-Fvb4-1-augustus-gene-194.44-mRNA-1	FvH4_4g35320	AT1G59840
maker-Fvb4-2-snap-gene-9.77-mRNA-1	FvH4_4g35320	AT1G59840
augustus_masked-Fvb5-4-processed-gene-82.0-mRNA-1	FvH4_4g35840	AT1G59950
maker-Fvb4-1-augustus-gene-196.31-mRNA-1	FvH4_4g35840	AT1G59950
maker-Fvb4-2-snap-gene-8.66-mRNA-1	FvH4_4g35840	AT1G59950
maker-Fvb4-3-augustus-gene-8.39-mRNA-1	FvH4_4g35840	AT1G59950
maker-Fvb4-4-snap-gene-10.69-mRNA-1	FvH4_4g35840	AT1G59950
maker-Fvb5-2-augustus-gene-103.34-mRNA-1	FvH4_4g35840	AT1G59950
maker-Fvb5-3-augustus-gene-178.32-mRNA-1	FvH4_4g35840	AT1G59950
maker-Fvb3-2-augustus-gene-103.28-mRNA-1	FvH4_3g20300	AT1G59960
maker-Fvb3-4-augustus-gene-186.32-mRNA-1	FvH4_3g20300	AT1G59960
snap_masked-Fvb4-1-processed-gene-192.27-mRNA-1	FvH4_4g35040	AT1G59990
snap_masked-Fvb4-2-processed-gene-11.22-mRNA-1	FvH4_4g35040	AT1G59990
snap_masked-Fvb4-3-processed-gene-13.35-mRNA-1	FvH4_4g35040	AT1G59990
maker-Fvb4-1-snap-gene-32.25-mRNA-1	FvH4_4g04650	AT1G60000
maker-Fvb4-2-augustus-gene-222.36-mRNA-1	FvH4_4g04650	AT1G60000
maker-Fvb4-3-augustus-gene-289.38-mRNA-1	FvH4_4g04650	AT1G60000
augustus_masked-Fvb4-1-processed-gene-191.3-mRNA-1	FvH4_4g34880	AT1G60050
augustus_masked-Fvb4-1-processed-gene-191.3-mRNA-1	FvH4_5g05000	AT1G60050
augustus_masked-Fvb4-2-processed-gene-12.15-mRNA-1	FvH4_4g34880	AT1G60050
augustus_masked-Fvb5-1-processed-gene-36.3-mRNA-1	FvH4_4g34880	AT1G60050
augustus_masked-Fvb5-1-processed-gene-36.3-mRNA-1	FvH4_5g05000	AT1G60050
augustus_masked-Fvb6-2-processed-gene-292.3-mRNA-1	FvH4_5g05000	AT1G60050
maker-Fvb4-2-augustus-gene-12.53-mRNA-1	FvH4_5g05000	AT1G60050
maker-Fvb4-3-augustus-gene-14.49-mRNA-1	FvH4_4g34880	AT1G60050
maker-Fvb4-3-augustus-gene-14.49-mRNA-1	FvH4_5g05000	AT1G60050
maker-Fvb4-4-snap-gene-14.63-mRNA-1	FvH4_4g34880	AT1G60050
maker-Fvb4-4-snap-gene-14.63-mRNA-1	FvH4_5g05000	AT1G60050
maker-Fvb5-1-augustus-gene-25.56-mRNA-1	FvH4_4g34880	AT1G60050
maker-Fvb5-1-augustus-gene-25.56-mRNA-1	FvH4_5g05000	AT1G60050
maker-Fvb5-2-augustus-gene-31.57-mRNA-1	FvH4_4g34880	AT1G60050
maker-Fvb5-2-augustus-gene-31.57-mRNA-1	FvH4_5g05000	AT1G60050
maker-Fvb5-3-snap-gene-248.54-mRNA-1	FvH4_5g05000	AT1G60050
maker-Fvb5-4-augustus-gene-29.83-mRNA-1	FvH4_4g34880	AT1G60050
maker-Fvb5-4-augustus-gene-29.83-mRNA-1	FvH4_5g05000	AT1G60050
maker-Fvb6-1-snap-gene-25.60-mRNA-1	FvH4_5g05000	AT1G60050
maker-Fvb6-3-snap-gene-2.69-mRNA-1	FvH4_5g05000	AT1G60050
maker-Fvb6-3-snap-gene-22.67-mRNA-1	FvH4_4g34880	AT1G60050
maker-Fvb6-3-snap-gene-22.67-mRNA-1	FvH4_5g05000	AT1G60050
maker-Fvb6-4-snap-gene-3.67-mRNA-1	FvH4_4g34880	AT1G60050
maker-Fvb6-4-snap-gene-3.67-mRNA-1	FvH4_5g05000	AT1G60050
maker-Fvb4-1-augustus-gene-191.49-mRNA-1	FvH4_4g34860	AT1G60060
maker-Fvb4-2-augustus-gene-12.46-mRNA-1	FvH4_4g34860	AT1G60060
maker-Fvb4-4-augustus-gene-14.39-mRNA-1	FvH4_4g34860	AT1G60060
snap_masked-Fvb4-3-processed-gene-14.24-mRNA-1	FvH4_4g34860	AT1G60060
augustus_masked-Fvb6-1-processed-gene-191.1-mRNA-1	FvH4_6g23810	AT1G60080
maker-Fvb6-2-augustus-gene-112.36-mRNA-1	FvH4_6g23810	AT1G60080
maker-Fvb6-3-augustus-gene-203.27-mRNA-1	FvH4_6g23810	AT1G60080
maker-Fvb6-4-augustus-gene-175.26-mRNA-1	FvH4_6g23810	AT1G60080
augustus_masked-Fvb4-2-processed-gene-13.12-mRNA-1	FvH4_4g34780	AT1G60160
augustus_masked-Fvb6-3-processed-gene-22.6-mRNA-1	FvH4_4g34780	AT1G60160
maker-Fvb4-1-augustus-gene-190.60-mRNA-1	FvH4_4g34780	AT1G60160
maker-Fvb4-3-augustus-gene-14.54-mRNA-1	FvH4_4g34780	AT1G60160
maker-Fvb4-4-augustus-gene-14.51-mRNA-1	FvH4_4g34780	AT1G60160
maker-Fvb6-4-snap-gene-4.45-mRNA-1	FvH4_4g34780	AT1G60160
maker-Fvb1-2-augustus-gene-114.39-mRNA-1	FvH4_1g17710	AT1G60170
maker-Fvb1-3-snap-gene-102.53-mRNA-1	FvH4_1g17710	AT1G60170
maker-Fvb1-4-augustus-gene-92.44-mRNA-1	FvH4_1g17710	AT1G60170
snap_masked-Fvb1-1-processed-gene-176.54-mRNA-1	FvH4_1g17710	AT1G60170
augustus_masked-Fvb4-1-processed-gene-190.14-mRNA-1	FvH4_5g05140	AT1G60190
augustus_masked-Fvb4-3-processed-gene-19.22-mRNA-1	FvH4_5g05140	AT1G60190
augustus_masked-Fvb4-4-processed-gene-15.7-mRNA-1	FvH4_5g05140	AT1G60190
augustus_masked-Fvb5-1-processed-gene-25.3-mRNA-1	FvH4_5g05140	AT1G60190
augustus_masked-Fvb5-1-processed-gene-36.10-mRNA-1	FvH4_5g05140	AT1G60190
augustus_masked-Fvb5-3-processed-gene-247.13-mRNA-1	FvH4_5g05140	AT1G60190
augustus_masked-Fvb5-4-processed-gene-29.16-mRNA-1	FvH4_5g05140	AT1G60190
snap_masked-Fvb4-2-processed-gene-13.35-mRNA-1	FvH4_5g05140	AT1G60190
snap_masked-Fvb5-2-processed-gene-31.35-mRNA-1	FvH4_5g05140	AT1G60190
augustus_masked-Fvb4-4-processed-gene-15.20-mRNA-1	FvH4_4g34570	AT1G60200
maker-Fvb4-1-augustus-gene-190.53-mRNA-1	FvH4_4g34570	AT1G60200
maker-Fvb4-2-snap-gene-13.80-mRNA-1	FvH4_4g34570	AT1G60200
maker-Fvb4-3-augustus-gene-19.60-mRNA-1	FvH4_4g34570	AT1G60200
augustus_masked-Fvb4-2-processed-gene-14.11-mRNA-1	FvH4_4g34530	AT1G60230
maker-Fvb4-4-augustus-gene-15.77-mRNA-1	FvH4_4g34530	AT1G60230
snap_masked-Fvb4-1-processed-gene-190.23-mRNA-1	FvH4_4g34530	AT1G60230
snap_masked-Fvb4-3-processed-gene-19.30-mRNA-1	FvH4_4g34530	AT1G60230
augustus_masked-Fvb2-3-processed-gene-17.1-mRNA-1	FvH4_2g26580	AT1G60360
maker-Fvb2-1-augustus-gene-174.29-mRNA-1	FvH4_2g26580	AT1G60360
maker-Fvb2-2-augustus-gene-40.57-mRNA-1	FvH4_2g26580	AT1G60360
maker-Fvb2-4-snap-gene-194.49-mRNA-1	FvH4_2g26580	AT1G60360
maker-Fvb3-1-augustus-gene-78.34-mRNA-1	FvH4_3g33280	AT1G60430
maker-Fvb3-2-augustus-gene-233.35-mRNA-1	FvH4_3g33280	AT1G60430
maker-Fvb3-4-augustus-gene-82.36-mRNA-1	FvH4_3g33280	AT1G60430
snap_masked-Fvb3-3-processed-gene-214.12-mRNA-1	FvH4_3g33280	AT1G60430
augustus_masked-Fvb4-3-processed-gene-15.10-mRNA-1	FvH4_4g34240	AT1G60440
maker-Fvb4-1-augustus-gene-189.51-mRNA-1	FvH4_4g34240	AT1G60440
maker-Fvb4-1-augustus-gene-189.51-mRNA-1	FvH4_5g05350	AT1G60440
maker-Fvb4-2-augustus-gene-15.46-mRNA-1	FvH4_4g34240	AT1G60440
maker-Fvb4-2-augustus-gene-15.46-mRNA-1	FvH4_5g05350	AT1G60440
maker-Fvb4-4-augustus-gene-16.55-mRNA-1	FvH4_4g34240	AT1G60440
maker-Fvb4-4-augustus-gene-16.55-mRNA-1	FvH4_5g05350	AT1G60440
maker-Fvb5-1-augustus-gene-23.41-mRNA-1	FvH4_4g34240	AT1G60440
maker-Fvb5-1-augustus-gene-23.41-mRNA-1	FvH4_5g05350	AT1G60440
maker-Fvb5-1-augustus-gene-37.48-mRNA-1	FvH4_4g34240	AT1G60440
maker-Fvb5-1-augustus-gene-37.48-mRNA-1	FvH4_5g05350	AT1G60440
