chromosome,name,start,stop,window_size,classification,value
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-165.0,16534036,16534593,1000,LTR_right,0.274
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-166.5,16651922,16653721,1000,LTR_right,0.4225
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-167.5,16708078,16712525,1000,LTR_right,0.47
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-167.3,16741074,16741760,1000,LTR_right,0.261
Fvb2-2,maker-Fvb2-2-snap-gene-168.17,16824558,16826100,1000,LTR_right,0.4815
Fvb2-2,maker-Fvb2-2-snap-gene-168.18,16832700,16835513,1000,LTR_right,0.5
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-169.8,16981937,16982440,1000,LTR_right,0.359
Fvb2-2,maker-Fvb2-2-augustus-gene-170.30,17026751,17028148,1000,LTR_right,0.4605
Fvb2-2,maker-Fvb2-2-snap-gene-170.41,17035624,17036640,1000,LTR_right,0.337
Fvb2-2,maker-Fvb2-2-snap-gene-171.39,17149928,17151036,1000,LTR_right,0.5545
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-171.7,17175070,17175721,1000,LTR_right,0.355
Fvb2-2,maker-Fvb2-2-augustus-gene-172.16,17279280,17280596,1000,LTR_right,0.4755
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-173.5,17351286,17354335,1000,LTR_right,1.0
Fvb2-2,maker-Fvb2-2-augustus-gene-175.45,17526436,17528778,1000,LTR_right,0.4745
Fvb2-2,maker-Fvb2-2-snap-gene-175.63,17543820,17544305,1000,LTR_right,0.4715
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-176.4,17612292,17619803,1000,LTR_right,0.563
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-176.1,17639005,17639502,1000,LTR_right,0.3125
Fvb2-2,snap_masked-Fvb2-2-processed-gene-177.10,17705989,17706189,1000,LTR_right,0.265
Fvb2-2,maker-Fvb2-2-snap-gene-177.20,17718044,17721086,1000,LTR_right,0.4205
Fvb2-2,maker-Fvb2-2-snap-gene-177.22,17771921,17772377,1000,LTR_right,0.2875
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-178.1,17801762,17802754,1000,LTR_right,0.272
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-179.2,17928669,17930126,1000,LTR_right,0.4415
Fvb2-2,maker-Fvb2-2-snap-gene-179.28,17936584,17939395,1000,LTR_right,0.514
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-179.9,17943692,17947084,1000,LTR_right,0.3535
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-179.6,17979795,17981549,1000,LTR_right,0.4875
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-180.7,18061300,18062469,1000,LTR_right,0.2785
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-181.1,18118597,18119868,1000,LTR_right,0.327
Fvb2-2,maker-Fvb2-2-augustus-gene-182.19,18189753,18191674,1000,LTR_right,0.246
Fvb2-2,maker-Fvb2-2-augustus-gene-183.31,18294316,18297266,1000,LTR_right,0.3635
Fvb2-2,maker-Fvb2-2-snap-gene-183.51,18352850,18354139,1000,LTR_right,0.4895
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-184.6,18403312,18404340,1000,LTR_right,0.4225
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-184.1,18406261,18406539,1000,LTR_right,0.366
Fvb2-2,maker-Fvb2-2-augustus-gene-185.29,18516383,18523510,1000,LTR_right,0.4675
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-186.0,18596675,18603937,1000,LTR_right,0.2585
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-186.7,18605189,18605680,1000,LTR_right,0.397
Fvb2-2,maker-Fvb2-2-snap-gene-186.37,18625054,18634804,1000,LTR_right,0.436
Fvb2-2,maker-Fvb2-2-augustus-gene-186.32,18680194,18686794,1000,LTR_right,0.346
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-187.3,18691419,18693681,1000,LTR_right,0.3665
Fvb2-2,maker-Fvb2-2-augustus-gene-187.33,18730231,18735607,1000,LTR_right,0.3335
Fvb2-2,maker-Fvb2-2-snap-gene-187.46,18751166,18753586,1000,LTR_right,0.318
Fvb2-2,maker-Fvb2-2-snap-gene-187.48,18758477,18759104,1000,LTR_right,0.512
Fvb2-2,maker-Fvb2-2-augustus-gene-187.38,18775400,18776844,1000,LTR_right,0.2575
Fvb2-2,maker-Fvb2-2-snap-gene-188.47,18875002,18878454,1000,LTR_right,0.5
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-189.4,18918055,18924429,1000,LTR_right,0.7005
Fvb2-2,maker-Fvb2-2-augustus-gene-189.36,18973837,18974435,1000,LTR_right,0.4355
Fvb2-2,maker-Fvb2-2-snap-gene-192.40,19265278,19265945,1000,LTR_right,0.4165
Fvb2-2,maker-Fvb2-2-augustus-gene-193.22,19301037,19305262,1000,LTR_right,0.365
Fvb2-2,maker-Fvb2-2-snap-gene-194.51,19422216,19424297,1000,LTR_right,0.315
Fvb2-2,maker-Fvb2-2-snap-gene-194.53,19424763,19425034,1000,LTR_right,0.3945
Fvb2-2,maker-Fvb2-2-snap-gene-194.57,19459145,19460210,1000,LTR_right,0.453
Fvb2-2,maker-Fvb2-2-snap-gene-195.53,19568186,19573653,1000,LTR_right,0.3625
Fvb2-2,maker-Fvb2-2-snap-gene-196.46,19656753,19665786,1000,LTR_right,0.278
Fvb2-2,maker-Fvb2-2-snap-gene-199.32,19902989,19911090,1000,LTR_right,0.4845
Fvb2-2,maker-Fvb2-2-snap-gene-199.37,19960299,19961528,1000,LTR_right,0.2485
Fvb2-2,maker-Fvb2-2-snap-gene-200.41,20012938,20013503,1000,LTR_right,0.7765
Fvb2-2,maker-Fvb2-2-snap-gene-200.35,20019932,20023408,1000,LTR_right,0.685
Fvb2-2,snap_masked-Fvb2-2-processed-gene-200.18,20085611,20086201,1000,LTR_right,0.281
Fvb2-2,snap_masked-Fvb2-2-processed-gene-202.16,20214786,20215680,1000,LTR_right,0.274
Fvb2-2,maker-Fvb2-2-snap-gene-203.22,20293034,20293879,1000,LTR_right,0.292
Fvb2-2,maker-Fvb2-2-snap-gene-203.27,20323946,20326568,1000,LTR_right,0.4475
Fvb2-2,maker-Fvb2-2-snap-gene-203.24,20348801,20349264,1000,LTR_right,0.255
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-205.1,20504368,20505348,1000,LTR_right,0.2985
Fvb2-2,maker-Fvb2-2-snap-gene-205.47,20533075,20536728,1000,LTR_right,0.5085
Fvb2-2,maker-Fvb2-2-snap-gene-205.49,20566276,20569213,1000,LTR_right,0.519
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-205.3,20568124,20568684,1000,LTR_right,0.34
Fvb2-2,snap_masked-Fvb2-2-processed-gene-207.18,20691467,20692403,1000,LTR_right,0.4325
Fvb2-2,maker-Fvb2-2-augustus-gene-207.48,20772876,20779487,1000,LTR_right,0.3995
Fvb2-2,maker-Fvb2-2-augustus-gene-208.41,20788015,20790841,1000,LTR_right,0.4545
Fvb2-2,maker-Fvb2-2-augustus-gene-209.29,20904176,20907231,1000,LTR_right,0.405
Fvb2-2,maker-Fvb2-2-snap-gene-210.45,20992562,21010984,1000,LTR_right,0.888
Fvb2-2,maker-Fvb2-2-snap-gene-211.46,21115828,21117782,1000,LTR_right,0.5115
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-211.9,21138711,21149515,1000,LTR_right,0.289
Fvb2-2,maker-Fvb2-2-snap-gene-212.32,21190265,21193777,1000,LTR_right,0.407
Fvb2-2,maker-Fvb2-2-snap-gene-212.41,21254263,21258266,1000,LTR_right,0.3655
Fvb2-2,maker-Fvb2-2-augustus-gene-212.29,21263628,21271262,1000,LTR_right,0.2485
Fvb2-2,maker-Fvb2-2-snap-gene-212.45,21278204,21279386,1000,LTR_right,0.499
Fvb2-2,maker-Fvb2-2-snap-gene-213.37,21359714,21361624,1000,LTR_right,0.459
Fvb2-2,maker-Fvb2-2-augustus-gene-214.30,21443674,21447600,1000,LTR_right,0.5
Fvb2-2,maker-Fvb2-2-augustus-gene-214.32,21459388,21460363,1000,LTR_right,0.3245
Fvb2-2,maker-Fvb2-2-snap-gene-215.35,21497029,21498419,1000,LTR_right,0.4115
Fvb2-2,maker-Fvb2-2-augustus-gene-216.55,21611653,21613903,1000,LTR_right,0.243
Fvb2-2,maker-Fvb2-2-augustus-gene-216.47,21669227,21670820,1000,LTR_right,0.241
Fvb2-2,maker-Fvb2-2-snap-gene-217.63,21703816,21708515,1000,LTR_right,0.3875
Fvb2-2,maker-Fvb2-2-augustus-gene-218.23,21778484,21780949,1000,LTR_right,0.2495
Fvb2-2,maker-Fvb2-2-augustus-gene-218.22,21803122,21807009,1000,LTR_right,0.4995
Fvb2-2,maker-Fvb2-2-snap-gene-218.39,21833249,21842748,1000,LTR_right,0.297
Fvb2-2,maker-Fvb2-2-snap-gene-218.40,21843436,21845667,1000,LTR_right,0.514
Fvb2-2,maker-Fvb2-2-snap-gene-218.33,21877705,21879131,1000,LTR_right,0.885
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-219.18,21985107,21987588,1000,LTR_right,0.2785
Fvb2-2,maker-Fvb2-2-snap-gene-219.68,21987204,21988001,1000,LTR_right,0.419
Fvb2-2,maker-Fvb2-2-augustus-gene-220.50,21992387,21996559,1000,LTR_right,0.3
Fvb2-2,snap_masked-Fvb2-2-processed-gene-220.37,22031067,22031440,1000,LTR_right,0.3715
Fvb2-2,snap_masked-Fvb2-2-processed-gene-221.47,22188258,22188452,1000,LTR_right,0.3255
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-222.8,22255727,22257649,1000,LTR_right,0.3315
Fvb2-2,maker-Fvb2-2-snap-gene-223.61,22316973,22320986,1000,LTR_right,0.305
Fvb2-2,maker-Fvb2-2-augustus-gene-223.52,22328528,22331477,1000,LTR_right,0.3525
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-223.11,22334305,22334682,1000,LTR_right,0.285
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-223.4,22334833,22335258,1000,LTR_right,0.4345
Fvb2-2,maker-Fvb2-2-snap-gene-223.67,22361110,22362344,1000,LTR_right,0.401
Fvb2-2,maker-Fvb2-2-augustus-gene-225.41,22520713,22535053,1000,LTR_right,0.247
Fvb2-2,snap_masked-Fvb2-2-processed-gene-225.21,22536781,22538983,1000,LTR_right,0.5
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-226.11,22621634,22622194,1000,LTR_right,0.4765
Fvb2-2,maker-Fvb2-2-augustus-gene-226.45,22624018,22626226,1000,LTR_right,0.239
Fvb2-2,maker-Fvb2-2-snap-gene-227.64,22681189,22681970,1000,LTR_right,0.409
Fvb2-2,maker-Fvb2-2-snap-gene-226.54,22684289,22684545,1000,LTR_right,0.388
Fvb2-2,maker-Fvb2-2-augustus-gene-228.50,22826483,22828954,1000,LTR_right,0.494
Fvb2-2,maker-Fvb2-2-augustus-gene-230.17,22991712,22994969,1000,LTR_right,0.367
Fvb2-2,snap_masked-Fvb2-2-processed-gene-230.14,23020726,23022085,1000,LTR_right,0.4905
Fvb2-2,maker-Fvb2-2-augustus-gene-232.33,23236312,23239407,1000,LTR_right,0.3215
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-233.1,23304492,23305051,1000,LTR_right,0.2825
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-234.7,23408871,23410475,1000,LTR_right,0.5045
Fvb2-2,maker-Fvb2-2-snap-gene-234.41,23446060,23446446,1000,LTR_right,0.4085
Fvb2-2,snap_masked-Fvb2-2-processed-gene-235.21,23568279,23568663,1000,LTR_right,0.435
Fvb2-2,maker-Fvb2-2-augustus-gene-237.34,23706824,23710669,1000,LTR_right,0.2715
Fvb2-2,maker-Fvb2-2-snap-gene-237.54,23718399,23722313,1000,LTR_right,0.359
Fvb2-2,maker-Fvb2-2-snap-gene-237.51,23731052,23740482,1000,LTR_right,0.359
Fvb2-2,maker-Fvb2-2-augustus-gene-237.39,23767821,23769058,1000,LTR_right,0.364
Fvb2-2,maker-Fvb2-2-snap-gene-238.32,23837493,23841114,1000,LTR_right,0.7515
Fvb2-2,snap_masked-Fvb2-2-processed-gene-238.15,23850404,23851665,1000,LTR_right,0.8835
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-238.4,23858273,23862351,1000,LTR_right,0.58
Fvb2-2,maker-Fvb2-2-snap-gene-239.32,23919580,23922211,1000,LTR_right,0.429
Fvb2-2,maker-Fvb2-2-snap-gene-240.27,24004696,24012933,1000,LTR_right,0.248
Fvb2-2,maker-Fvb2-2-augustus-gene-240.19,24044564,24045915,1000,LTR_right,0.3295
Fvb2-2,maker-Fvb2-2-snap-gene-241.41,24109902,24120697,1000,LTR_right,0.332
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-242.7,24236263,24238758,1000,LTR_right,0.369
Fvb2-2,maker-Fvb2-2-snap-gene-244.34,24419346,24423133,1000,LTR_right,0.342
Fvb2-2,maker-Fvb2-2-snap-gene-245.30,24489676,24489975,1000,LTR_right,0.471
Fvb2-2,maker-Fvb2-2-augustus-gene-245.27,24543254,24549926,1000,LTR_right,0.3635
Fvb2-2,augustus_masked-Fvb2-2-processed-gene-246.0,24591135,24591620,1000,LTR_right,0.288
Fvb2-2,maker-Fvb2-2-snap-gene-246.48,24657949,24666709,1000,LTR_right,0.3265
Fvb2-2,maker-Fvb2-2-snap-gene-246.49,24688061,24689351,1000,LTR_right,0.308
Fvb2-2,maker-Fvb2-2-augustus-gene-246.35,24732747,24733896,1000,LTR_right,0.362
Fvb2-2,maker-Fvb2-2-augustus-gene-246.37,24768208,24769750,1000,LTR_right,0.4815
Fvb2-2,maker-Fvb2-2-augustus-gene-246.38,24776239,24779919,1000,LTR_right,0.5
Fvb2-3,maker-Fvb2-3-snap-gene-0.36,5033,6072,1000,LTR_right,0.4305
Fvb2-3,maker-Fvb2-3-augustus-gene-0.30,53576,61691,1000,LTR_right,0.3815
Fvb2-3,maker-Fvb2-3-snap-gene-1.29,82051,90830,1000,LTR_right,0.427
Fvb2-3,maker-Fvb2-3-augustus-gene-1.27,117854,119659,1000,LTR_right,0.2595
Fvb2-3,maker-Fvb2-3-snap-gene-2.47,207832,211116,1000,LTR_right,0.3005
Fvb2-3,maker-Fvb2-3-snap-gene-2.52,236241,248691,1000,LTR_right,0.5
Fvb2-3,augustus_masked-Fvb2-3-processed-gene-2.15,273307,274050,1000,LTR_right,0.248
Fvb2-3,maker-Fvb2-3-snap-gene-3.34,363950,366019,1000,LTR_right,0.3185
Fvb2-3,augustus_masked-Fvb2-3-processed-gene-4.7,455922,456288,1000,LTR_right,0.254
Fvb2-3,maker-Fvb2-3-augustus-gene-7.54,697360,698963,1000,LTR_right,0.2795
Fvb2-3,maker-Fvb2-3-augustus-gene-7.60,766094,772742,1000,LTR_right,0.4325
Fvb2-3,maker-Fvb2-3-augustus-gene-8.40,876591,879339,1000,LTR_right,0.455
Fvb2-3,snap_masked-Fvb2-3-processed-gene-9.30,979714,986601,1000,LTR_right,0.2475
Fvb2-3,snap_masked-Fvb2-3-processed-gene-10.10,1009086,1009700,1000,LTR_right,0.4165
Fvb2-3,augustus_masked-Fvb2-3-processed-gene-11.1,1079484,1090381,1000,LTR_right,0.287
Fvb2-3,augustus_masked-Fvb2-3-processed-gene-11.5,1135960,1137304,1000,LTR_right,0.5235
Fvb2-3,maker-Fvb2-3-augustus-gene-12.44,1196582,1197659,1000,LTR_right,0.373
Fvb2-3,maker-Fvb2-3-augustus-gene-14.36,1472851,1475295,1000,LTR_right,0.446
Fvb2-3,maker-Fvb2-3-augustus-gene-16.36,1640239,1645870,1000,LTR_right,0.2455
Fvb2-3,maker-Fvb2-3-augustus-gene-19.36,1887727,1893128,1000,LTR_right,0.316
Fvb2-3,snap_masked-Fvb2-3-processed-gene-19.19,1897923,1904376,1000,LTR_right,0.2445
Fvb2-3,maker-Fvb2-3-augustus-gene-19.40,1940208,1943871,1000,LTR_right,0.439
Fvb2-3,maker-Fvb2-3-snap-gene-19.67,1967161,1971560,1000,LTR_right,0.4505
Fvb2-3,snap_masked-Fvb2-3-processed-gene-19.27,1972848,1973556,1000,LTR_right,0.461
Fvb2-3,maker-Fvb2-3-snap-gene-20.80,2083318,2087418,1000,LTR_right,0.3055
Fvb2-3,maker-Fvb2-3-snap-gene-23.66,2342228,2345318,1000,LTR_right,0.5025
Fvb2-3,snap_masked-Fvb2-3-processed-gene-23.37,2382241,2384698,1000,LTR_right,0.5
Fvb2-3,snap_masked-Fvb2-3-processed-gene-24.23,2419265,2427962,1000,LTR_right,0.4995
Fvb2-3,snap_masked-Fvb2-3-processed-gene-25.18,2517276,2523153,1000,LTR_right,0.5
Fvb2-3,augustus_masked-Fvb2-3-processed-gene-26.11,2642221,2646803,1000,LTR_right,0.2785
Fvb2-3,maker-Fvb2-3-snap-gene-27.65,2701229,2707049,1000,LTR_right,0.381
Fvb2-3,snap_masked-Fvb2-3-processed-gene-28.48,2889005,2889438,1000,LTR_right,0.566
Fvb2-3,augustus_masked-Fvb2-3-processed-gene-29.2,2907900,2908574,1000,LTR_right,0.242
Fvb2-3,maker-Fvb2-3-augustus-gene-29.62,2962919,2965633,1000,LTR_right,0.4835
Fvb2-3,maker-Fvb2-3-augustus-gene-31.64,3137181,3140571,1000,LTR_right,0.291
Fvb2-3,augustus_masked-Fvb2-3-processed-gene-33.5,3337840,3344062,1000,LTR_right,0.2555
Fvb2-3,snap_masked-Fvb2-3-processed-gene-34.33,3473938,3477817,1000,LTR_right,0.248
Fvb2-3,snap_masked-Fvb2-3-processed-gene-35.31,3562956,3569795,1000,LTR_right,0.5
Fvb2-3,maker-Fvb2-3-augustus-gene-36.48,3613806,3615248,1000,LTR_right,0.2885
Fvb2-3,augustus_masked-Fvb2-3-processed-gene-36.11,3622824,3623477,1000,LTR_right,0.4605
Fvb2-3,maker-Fvb2-3-snap-gene-37.85,3727657,3730335,1000,LTR_right,0.304
Fvb2-3,maker-Fvb2-3-snap-gene-39.77,3952686,3955149,1000,LTR_right,0.3815
Fvb2-3,snap_masked-Fvb2-3-processed-gene-40.30,4082114,4082842,1000,LTR_right,0.345
Fvb2-3,augustus_masked-Fvb2-3-processed-gene-41.12,4164495,4164893,1000,LTR_right,0.5445
Fvb2-3,maker-Fvb2-3-augustus-gene-42.46,4200693,4203005,1000,LTR_right,0.39
Fvb2-3,maker-Fvb2-3-augustus-gene-43.69,4304682,4314831,1000,LTR_right,0.288
Fvb2-3,snap_masked-Fvb2-3-processed-gene-44.26,4411168,4412713,1000,LTR_right,0.399
Fvb2-3,augustus_masked-Fvb2-3-processed-gene-44.18,4474227,4477379,1000,LTR_right,0.3305
Fvb2-3,maker-Fvb2-3-snap-gene-45.75,4541543,4557876,1000,LTR_right,0.3485
Fvb2-3,maker-Fvb2-3-snap-gene-48.62,4827360,4836516,1000,LTR_right,0.4025
Fvb2-3,maker-Fvb2-3-augustus-gene-51.42,5101310,5105281,1000,LTR_right,0.3255
Fvb2-3,maker-Fvb2-3-augustus-gene-53.49,5294911,5297199,1000,LTR_right,0.4195
Fvb2-3,maker-Fvb2-3-snap-gene-53.66,5316922,5322420,1000,LTR_right,0.3485
Fvb2-3,maker-Fvb2-3-snap-gene-54.73,5401658,5403883,1000,LTR_right,0.3335
Fvb2-3,maker-Fvb2-3-augustus-gene-55.47,5534069,5535026,1000,LTR_right,0.247
Fvb2-3,maker-Fvb2-3-snap-gene-55.79,5550708,5554056,1000,LTR_right,0.361
Fvb2-3,maker-Fvb2-3-augustus-gene-60.38,5992148,6002204,1000,LTR_right,0.395
Fvb2-3,snap_masked-Fvb2-3-processed-gene-61.23,6162655,6163209,1000,LTR_right,0.26
Fvb2-3,augustus_masked-Fvb2-3-processed-gene-62.9,6203103,6206777,1000,LTR_right,0.4565
Fvb2-3,maker-Fvb2-3-augustus-gene-63.43,6303675,6306874,1000,LTR_right,0.3285
Fvb2-3,maker-Fvb2-3-augustus-gene-64.42,6394099,6395858,1000,LTR_right,0.246
Fvb2-3,maker-Fvb2-3-snap-gene-64.64,6465648,6465932,1000,LTR_right,0.266
Fvb2-3,augustus_masked-Fvb2-3-processed-gene-64.17,6469947,6471507,1000,LTR_right,0.241
Fvb2-3,maker-Fvb2-3-snap-gene-68.73,6807458,6809264,1000,LTR_right,0.2635
Fvb2-3,maker-Fvb2-3-augustus-gene-69.36,6888272,6893038,1000,LTR_right,0.3145
Fvb2-3,maker-Fvb2-3-augustus-gene-69.39,6902412,6907313,1000,LTR_right,0.5
Fvb2-3,augustus_masked-Fvb2-3-processed-gene-70.16,7043471,7044823,1000,LTR_right,0.314
Fvb2-3,snap_masked-Fvb2-3-processed-gene-71.22,7118018,7119989,1000,LTR_right,0.332
Fvb2-3,maker-Fvb2-3-augustus-gene-73.38,7329935,7334618,1000,LTR_right,0.4045
Fvb2-3,maker-Fvb2-3-augustus-gene-75.48,7527253,7528754,1000,LTR_right,0.663
Fvb2-3,augustus_masked-Fvb2-3-processed-gene-76.0,7600975,7601496,1000,LTR_right,0.3135
Fvb2-3,maker-Fvb2-3-augustus-gene-76.49,7666525,7668195,1000,LTR_right,0.403
Fvb2-3,maker-Fvb2-3-snap-gene-77.56,7749795,7751211,1000,LTR_right,0.408
Fvb2-3,maker-Fvb2-3-augustus-gene-80.25,7977363,7978582,1000,LTR_right,0.259
Fvb2-3,maker-Fvb2-3-augustus-gene-80.28,8050085,8051538,1000,LTR_right,0.5
Fvb2-3,maker-Fvb2-3-snap-gene-80.41,8078593,8078892,1000,LTR_right,0.5
Fvb2-3,maker-Fvb2-3-snap-gene-81.66,8099751,8105514,1000,LTR_right,0.5
Fvb2-3,maker-Fvb2-3-snap-gene-81.68,8109784,8112005,1000,LTR_right,0.559
Fvb2-3,maker-Fvb2-3-snap-gene-81.73,8140946,8142162,1000,LTR_right,0.336
Fvb2-3,maker-Fvb2-3-augustus-gene-81.64,8163022,8169858,1000,LTR_right,0.264
Fvb2-3,maker-Fvb2-3-snap-gene-82.58,8186232,8190450,1000,LTR_right,0.2515
Fvb2-3,snap_masked-Fvb2-3-processed-gene-82.17,8191142,8191839,1000,LTR_right,0.298
Fvb2-3,augustus_masked-Fvb2-3-processed-gene-82.5,8208883,8209385,1000,LTR_right,0.448
Fvb2-3,maker-Fvb2-3-augustus-gene-82.42,8237661,8244036,1000,LTR_right,0.3225
Fvb2-3,snap_masked-Fvb2-3-processed-gene-83.26,8305724,8306139,1000,LTR_right,0.257
Fvb2-3,maker-Fvb2-3-augustus-gene-83.50,8315077,8318922,1000,LTR_right,0.445
Fvb2-3,maker-Fvb2-3-snap-gene-85.35,8583811,8584141,1000,LTR_right,0.426
Fvb2-3,snap_masked-Fvb2-3-processed-gene-85.22,8583832,8584198,1000,LTR_right,0.4545
Fvb2-3,snap_masked-Fvb2-3-processed-gene-86.36,8661885,8662555,1000,LTR_right,0.414
Fvb2-3,augustus_masked-Fvb2-3-processed-gene-86.16,8662696,8665375,1000,LTR_right,0.5
Fvb2-3,maker-Fvb2-3-augustus-gene-88.65,8819777,8822243,1000,LTR_right,0.409
Fvb2-3,maker-Fvb2-3-snap-gene-88.77,8859302,8866871,1000,LTR_right,0.547
Fvb2-3,augustus_masked-Fvb2-3-processed-gene-89.0,8891075,8891749,1000,LTR_right,0.4365
Fvb2-3,augustus_masked-Fvb2-3-processed-gene-90.18,9078432,9079709,1000,LTR_right,0.261
Fvb2-3,maker-Fvb2-3-snap-gene-92.34,9218902,9230428,1000,LTR_right,0.496
Fvb2-3,snap_masked-Fvb2-3-processed-gene-93.23,9327760,9331202,1000,LTR_right,0.261
Fvb2-3,augustus_masked-Fvb2-3-processed-gene-94.13,9417322,9418970,1000,LTR_right,0.26
Fvb2-3,maker-Fvb2-3-snap-gene-95.52,9529362,9531529,1000,LTR_right,0.3505
Fvb2-3,maker-Fvb2-3-augustus-gene-95.41,9558211,9562963,1000,LTR_right,0.4295
Fvb2-3,maker-Fvb2-3-augustus-gene-96.31,9606397,9607712,1000,LTR_right,0.311
Fvb2-3,maker-Fvb2-3-augustus-gene-96.33,9656673,9661339,1000,LTR_right,0.299
Fvb2-3,maker-Fvb2-3-augustus-gene-96.34,9669301,9672760,1000,LTR_right,0.2385
Fvb2-3,maker-Fvb2-3-snap-gene-97.47,9693577,9698704,1000,LTR_right,0.4685
Fvb2-3,snap_masked-Fvb2-3-processed-gene-100.13,9993960,9994196,1000,LTR_right,0.256
Fvb2-3,maker-Fvb2-3-augustus-gene-100.36,10039042,10045092,1000,LTR_right,0.3165
Fvb2-3,augustus_masked-Fvb2-3-processed-gene-100.10,10052975,10053928,1000,LTR_right,0.5
Fvb2-3,maker-Fvb2-3-augustus-gene-101.30,10128481,10130368,1000,LTR_right,0.5
Fvb2-3,maker-Fvb2-3-augustus-gene-101.31,10149398,10152231,1000,LTR_right,0.2775
Fvb2-3,maker-Fvb2-3-snap-gene-102.91,10187457,10190952,1000,LTR_right,0.3315
Fvb2-3,maker-Fvb2-3-snap-gene-102.78,10189659,10191056,1000,LTR_right,0.3835
Fvb2-3,maker-Fvb2-3-snap-gene-102.81,10214200,10216714,1000,LTR_right,0.253
Fvb2-3,maker-Fvb2-3-augustus-gene-102.74,10221303,10223878,1000,LTR_right,0.3805
Fvb2-3,snap_masked-Fvb2-3-processed-gene-103.34,10329715,10336582,1000,LTR_right,0.2385
Fvb2-3,maker-Fvb2-3-snap-gene-104.53,10417630,10417918,1000,LTR_right,0.3035
Fvb2-3,augustus_masked-Fvb2-3-processed-gene-105.12,10547289,10549854,1000,LTR_right,0.42
Fvb2-3,snap_masked-Fvb2-3-processed-gene-105.19,10548088,10548303,1000,LTR_right,0.6025
Fvb2-3,augustus_masked-Fvb2-3-processed-gene-105.13,10557826,10559577,1000,LTR_right,0.3025
Fvb2-3,maker-Fvb2-3-snap-gene-106.51,10632145,10635441,1000,LTR_right,0.4095
Fvb2-3,snap_masked-Fvb2-3-processed-gene-106.37,10680164,10683056,1000,LTR_right,0.5
Fvb2-3,snap_masked-Fvb2-3-processed-gene-107.29,10719219,10720338,1000,LTR_right,0.3975
Fvb2-3,snap_masked-Fvb2-3-processed-gene-107.43,10786328,10788407,1000,LTR_right,0.3195
Fvb2-3,maker-Fvb2-3-augustus-gene-110.39,11002355,11008019,1000,LTR_right,0.4095
Fvb2-3,snap_masked-Fvb2-3-processed-gene-111.46,11167785,11169751,1000,LTR_right,0.6225
Fvb2-3,maker-Fvb2-3-snap-gene-111.73,11168800,11169934,1000,LTR_right,0.5545
Fvb2-3,maker-Fvb2-3-snap-gene-112.63,11211077,11213795,1000,LTR_right,0.4675
Fvb2-3,maker-Fvb2-3-augustus-gene-113.51,11344414,11350875,1000,LTR_right,0.363
Fvb2-3,maker-Fvb2-3-augustus-gene-113.44,11379060,11383314,1000,LTR_right,0.313
Fvb2-3,maker-Fvb2-3-snap-gene-114.46,11404663,11415559,1000,LTR_right,0.422
Fvb2-3,maker-Fvb2-3-snap-gene-114.54,11420262,11422182,1000,LTR_right,0.5
Fvb2-3,maker-Fvb2-3-snap-gene-114.53,11422654,11423085,1000,LTR_right,0.4505
Fvb2-3,augustus_masked-Fvb2-3-processed-gene-114.2,11429721,11431018,1000,LTR_right,0.522
Fvb2-3,snap_masked-Fvb2-3-processed-gene-116.17,11608684,11610475,1000,LTR_right,0.4765
Fvb2-3,maker-Fvb2-3-snap-gene-117.58,11735780,11736468,1000,LTR_right,0.54
Fvb2-3,augustus_masked-Fvb2-3-processed-gene-117.15,11771794,11772346,1000,LTR_right,0.39
Fvb2-3,maker-Fvb2-3-snap-gene-119.50,11914083,11914977,1000,LTR_right,0.3665
